,labels_t,labels_r,Web_Page_URL,Tweet_Website,Author_Name,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Tweet_Number_of_share,Comment_Content,datetime,stars_t,stars_r,Tweet_Website_n,Web_Page_URL_n,tweet_id,name,year,month,year_month
37,5 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1311041836912390144,bbva,1601411706000.0," Según el último informe de  se han impulsado los procesos #online hasta superar en 1,5 millones los clientes móviles respecto al año anterior. Todos los datos ",4.0,2.0,0.0,0,undefined,2020-09-29 20:35:06,5,1,https://twitter.com/bbva/status/1311041836912390144,https://twitter.com/bbva,1311041836912390144,bbva,2020,9,2020-09-01
38,5 stars,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1311918062493368320,BancoSabadell,1601620615000.0,"#TransformaciónDigital |  de  te facilita la guía de las pymes para ser más eficientes en la #NuevaNormalidad 
     #EstarDondeEstés
    #EstarDondeEstés.@nomo_negocios de @BancoSabadell publica las directrices para que #pymes y #autónomos gestionen la #TransformaciónDigital de su negocio para ahorrar dinero y tiempo https://viaempresa.cat/es/economia/guia-digitalizacion-pymes-nomo_2137504_102.html… vía @VIAEmpresa_es 
    #EstarDondeEstés",2.0,0.0,0.0,0,undefined,2020-10-02 06:36:55,5,1,https://twitter.com/BancoSabadell/status/1311918062493368320,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311918062493368320,BancoSabadell,2020,10,2020-10-01
39,5 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,bancosantander,1601564949000.0,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",89.0,33.0,5.0,0,Solo que no puedo comprar usd porque tengo que “actualizar” mi carpeta. Nueva excusa?,2020-10-01 15:09:09,5,1,https://twitter.com/bancosantander/status/1311684584334123008,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311684584334123008,bancosantander,2020,10,2020-10-01
40,5 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1311677860797657091,ING_es,1601563346000.0,"Un orgullo que nuestra directora general de Banca para Particulares, , comience a formar parte del Patronato de  #sinhogarismo Incorporamos a cuatro profesionales de gran relevancia a nuestro patronato con el objetivo de ampliar los campos y enfoques desde los que abordar el problema del #sinhogarismo. #HogarSí 
    https://hogarsi.org/nuevas-patronas-hogar-si/…",16.0,4.0,2.0,0,Una estupenda oportunidad para la causa del #Sinhogarismo sumar el valor añadido y el compromiso de  en  somos afortunados,2020-10-01 14:42:26,5,5,https://twitter.com/ING_es/status/1311677860797657091,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311677860797657091,ING_es,2020,10,2020-10-01
41,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1309396443254460416,caixabank,1601019414000.0,"En CaixaBank siempre nos hemos comprometido a formar parte del cambio. Por eso trabajamos a diario, desde todos los ángulos, para cumplir con la #Agenda2030 y sus #ODS. Porque nosotros #apoyamoslosODS con .
    #BancaSocialmenteResponsable ",47.0,36.0,26.0,0,No voy a usar sus servicios ni drogado,2020-09-25 07:36:54,5,1,https://twitter.com/caixabank/status/1309396443254460416,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1309396443254460416,caixabank,2020,9,2020-09-01
42,5 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1311677860797657091,ING_es,1601563346000.0,"Un orgullo que nuestra directora general de Banca para Particulares, , comience a formar parte del Patronato de  #sinhogarismo Incorporamos a cuatro profesionales de gran relevancia a nuestro patronato con el objetivo de ampliar los campos y enfoques desde los que abordar el problema del #sinhogarismo. #HogarSí 
    https://hogarsi.org/nuevas-patronas-hogar-si/…",16.0,4.0,2.0,0,"¡Bravo, !",2020-10-01 14:42:26,5,5,https://twitter.com/ING_es/status/1311677860797657091,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311677860797657091,ING_es,2020,10,2020-10-01
43,5 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1311059475592343554,bbva,1601415911000.0," ¡Buenas noticias! Con motivo de su 30 aniversario, el diario  elige a #BBVA como una de las empresas más reconocidas en Perú por sus avances en transformación #digital . ¡Seguimos! ",3.0,2.0,0.0,0,undefined,2020-09-29 21:45:11,5,1,https://twitter.com/bbva/status/1311059475592343554,https://twitter.com/bbva,1311059475592343554,bbva,2020,9,2020-09-01
44,5 stars,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1311705472114794498,Bankia,1601569929000.0,"“El apoyo a las empresas es la mejor forma de asegurar la recuperación de los empleos y del tejido productivo del país”, defiende el presidente de Bankia, que pide a las administraciones “un caldo de cultivo capaz de atraer y retener talento e inversiones”. #foroguadarrama20",10.0,3.0,1.0,0,"Sobre el proyecto de fusión con CaixaBank, el presidente de Bankia lo enmarca en la necesidad de asegurar la rentabilidad del sector financiero para “cumplir con su objetivo de financiar a familias y empresas y apoyar la recuperación socioeconómica de nuestro país”.",2020-10-01 16:32:09,5,3,https://twitter.com/Bankia/status/1311705472114794498,https://twitter.com/Bankia,1311705472114794498,Bankia,2020,10,2020-10-01
45,5 stars,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1311923872657096705,BancoSabadell,1601622000000.0,#SabadellNegocioInternacional impulsa el programa #ExportarParaCrecer con       y  para acompañar a las empresas en la exportación e internacionalización de sus negocios  #EstardondeEstes#SabadellNegocioInternacional | Cuál es el estado actual del negocio exterior de las empresas españolas y cómo pueden ayudarlas en su proceso de internacionalización los socios de #ExportarParaCrecer  https://sab.to/3d1A2aJ vía @empresaexterior #EstarDondeEstés,8.0,4.0,0.0,0,undefined,2020-10-02 07:00:00,5,1,https://twitter.com/BancoSabadell/status/1311923872657096705,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311923872657096705,BancoSabadell,2020,10,2020-10-01
46,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1309396443254460416,caixabank,1601019414000.0,"En CaixaBank siempre nos hemos comprometido a formar parte del cambio. Por eso trabajamos a diario, desde todos los ángulos, para cumplir con la #Agenda2030 y sus #ODS. Porque nosotros #apoyamoslosODS con .
    #BancaSocialmenteResponsable ",47.0,36.0,26.0,0,"En CaixaBank siempre nos hemos comprometido a formar parte del cambio. Por eso trabajamos a diario, desde todos los ángulos, para cumplir con la #Agenda2030 y sus #ODS. Porque nosotros #apoyamoslosODS con .
    #BancaSocialmenteResponsable ",2020-09-25 07:36:54,5,5,https://twitter.com/caixabank/status/1309396443254460416,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1309396443254460416,caixabank,2020,9,2020-09-01
47,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,bancosantander,1601564949000.0,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",89.0,33.0,5.0,0,"Buenas tardes. Has mencionado a la cuenta corporativa de Banco Santander. Por favor, cuéntanos tu caso en  y te atenderemos. Gracias.",2020-10-01 15:09:09,5,5,https://twitter.com/bancosantander/status/1311684584334123008,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311684584334123008,bancosantander,2020,10,2020-10-01
48,5 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,bancosantander,1601564949000.0,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",89.0,33.0,5.0,0,"Cuando recibo un llamado diciéndome que mí tarjeta de Santander ya está por llegar, cuando nisiquiera estoy afiliado al banco, es señal de un intento de estafa no? 
    Me dan mis datos y todo, parece confiable pero obvio lo mando al culo.",2020-10-01 15:09:09,5,1,https://twitter.com/bancosantander/status/1311684584334123008,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311684584334123008,bancosantander,2020,10,2020-10-01
49,5 stars,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1311677860797657091,ING_es,1601563346000.0,"Un orgullo que nuestra directora general de Banca para Particulares, , comience a formar parte del Patronato de  #sinhogarismo Incorporamos a cuatro profesionales de gran relevancia a nuestro patronato con el objetivo de ampliar los campos y enfoques desde los que abordar el problema del #sinhogarismo. #HogarSí 
    https://hogarsi.org/nuevas-patronas-hogar-si/…",16.0,4.0,2.0,0,"Un orgullo que nuestra directora general de Banca para Particulares, , comience a formar parte del Patronato de  #sinhogarismo Incorporamos a cuatro profesionales de gran relevancia a nuestro patronato con el objetivo de ampliar los campos y enfoques desde los que abordar el problema del #sinhogarismo. #HogarSí 
    https://hogarsi.org/nuevas-patronas-hogar-si/…",2020-10-01 14:42:26,5,5,https://twitter.com/ING_es/status/1311677860797657091,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311677860797657091,ING_es,2020,10,2020-10-01
50,5 stars,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1311705472114794498,Bankia,1601569929000.0,"“El apoyo a las empresas es la mejor forma de asegurar la recuperación de los empleos y del tejido productivo del país”, defiende el presidente de Bankia, que pide a las administraciones “un caldo de cultivo capaz de atraer y retener talento e inversiones”. #foroguadarrama20",10.0,3.0,1.0,0,"“El apoyo a las empresas es la mejor forma de asegurar la recuperación de los empleos y del tejido productivo del país”, defiende el presidente de Bankia, que pide a las administraciones “un caldo de cultivo capaz de atraer y retener talento e inversiones”. #foroguadarrama20",2020-10-01 16:32:09,5,5,https://twitter.com/Bankia/status/1311705472114794498,https://twitter.com/Bankia,1311705472114794498,Bankia,2020,10,2020-10-01
51,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1309396443254460416,caixabank,1601019414000.0,"En CaixaBank siempre nos hemos comprometido a formar parte del cambio. Por eso trabajamos a diario, desde todos los ángulos, para cumplir con la #Agenda2030 y sus #ODS. Porque nosotros #apoyamoslosODS con .
    #BancaSocialmenteResponsable ",47.0,36.0,26.0,0,Sois cómplices de la destrucción de España. Sinvergüenzas.,2020-09-25 07:36:54,5,1,https://twitter.com/caixabank/status/1309396443254460416,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1309396443254460416,caixabank,2020,9,2020-09-01
52,5 stars,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1311956050627751936,BancoSabadell,1601629672000.0,"#TransformaciónDigital | La #digitalización para  es un pilar para afianzar la mejora del servicio y la experiencia cliente. Descubre cuales son las últimas tendencias sobre la digitalización del sector financiero 
    #EstarDondeEstés",5.0,3.0,0.0,0,undefined,2020-10-02 09:07:52,5,1,https://twitter.com/BancoSabadell/status/1311956050627751936,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311956050627751936,BancoSabadell,2020,10,2020-10-01
53,4 stars,4 stars,https://twitter.com/bbva,https://twitter.com/bbva/status/1311192079930925056,bbva,1601447527000.0, El presidente de #BBVA Carlos Torres Vila y la reina Letizia destacan el trabajo de las #emprendedoras latinoamericanas y el papel de la #tecnología durante la pandemia en un acto de la . Te lo contamos  #MujeresIncansablesFMBBVA ,2.0,2.0,1.0,0, El presidente de #BBVA Carlos Torres Vila y la reina Letizia destacan el trabajo de las #emprendedoras latinoamericanas y el papel de la #tecnología durante la pandemia en un acto de la . Te lo contamos  #MujeresIncansablesFMBBVA ,2020-09-30 06:32:07,4,4,https://twitter.com/bbva/status/1311192079930925056,https://twitter.com/bbva,1311192079930925056,bbva,2020,9,2020-09-01
54,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1309396443254460416,caixabank,1601019414000.0,"En CaixaBank siempre nos hemos comprometido a formar parte del cambio. Por eso trabajamos a diario, desde todos los ángulos, para cumplir con la #Agenda2030 y sus #ODS. Porque nosotros #apoyamoslosODS con .
    #BancaSocialmenteResponsable ",47.0,36.0,26.0,0,"agenda 2030 , como el banco santander,Todo mi dinero a bancos europeos",2020-09-25 07:36:54,5,1,https://twitter.com/caixabank/status/1309396443254460416,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1309396443254460416,caixabank,2020,9,2020-09-01
55,5 stars,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1311705472114794498,Bankia,1601569929000.0,"“El apoyo a las empresas es la mejor forma de asegurar la recuperación de los empleos y del tejido productivo del país”, defiende el presidente de Bankia, que pide a las administraciones “un caldo de cultivo capaz de atraer y retener talento e inversiones”. #foroguadarrama20",10.0,3.0,1.0,0,"A punto de comenzar el #foroguadarrama20, encuentro empresarial organizado en #Madrid por la revista , que inaugura el presidente de Bankia, José Ignacio Goirigolzarri. Sigue la retransmisión en directo desde: ",2020-10-01 16:32:09,5,4,https://twitter.com/Bankia/status/1311705472114794498,https://twitter.com/Bankia,1311705472114794498,Bankia,2020,10,2020-10-01
56,1 star,1 star,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/BancoSabadell/status/1311961621942730752,BancoSabadell,1601631000000.0,#EstarDondeEstés | ¿Cómo se pueden detectar fraudes online usando la #InteligenciaArtificial y el #MachineLearning? Conoce todas las claves en este artículo:,3.0,2.0,0.0,0,undefined,2020-10-02 09:30:00,1,1,https://twitter.com/BancoSabadell/status/1311961621942730752,https://twitter.com/BancoSabadell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311961621942730752,BancoSabadell,2020,10,2020-10-01
57,5 stars,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1308330200766255104,ING_es,1600765202000.0,"Hoy celebramos el #DíaMundialSinAutomóvil  
    
    ¿Cuáles son los retos de la movilidad sostenible en la era pos-COVID? Os lo contamos en nuestro blog 
    
    ",13.0,1.0,0.0,0,undefined,2020-09-22 09:00:02,5,1,https://twitter.com/ING_es/status/1308330200766255104,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1308330200766255104,ING_es,2020,9,2020-09-01
58,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,bancosantander,1601564949000.0,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",89.0,33.0,5.0,0,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",2020-10-01 15:09:09,5,5,https://twitter.com/bancosantander/status/1311684584334123008,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311684584334123008,bancosantander,2020,10,2020-10-01
59,4 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1310976164555632643,bbva,1601396049000.0," #BBVA's Executive Chairman Carlos Torres Vila said ""We need to invest in education focusing in the #digital world"" in his last interview at . Learn more ",1.0,0.0,3.0,0,Son un desastre imposible sacar un turno,2020-09-29 16:14:09,4,1,https://twitter.com/bbva/status/1310976164555632643,https://twitter.com/bbva,1310976164555632643,bbva,2020,9,2020-09-01
60,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311668612432760843,bancosantander,1601561141000.0,"Have you received a suspicious message from us? DON'T BITE!  We never request passwords or PIN numbers via messaging. 
    
    Learn to protect yourself from scams and become a #CyberHero ",8.0,2.0,1.0,0,"Have you received a suspicious message from us? DON'T BITE!  We never request passwords or PIN numbers via messaging. 
    
    Learn to protect yourself from scams and become a #CyberHero ",2020-10-01 14:05:41,5,5,https://twitter.com/bancosantander/status/1311668612432760843,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1311668612432760843,bancosantander,2020,10,2020-10-01
